store,dept,avg_weekly_demand,annual_demand,safety_stock,reorder_point,eoq,naive_annual_cost,optimal_annual_cost,estimated_savings_pct
22,93,2505.56,130289.11,372.55,2878.11,2282.89,5731.95,5707.21,0.43
22,94,735.18,38229.14,184.53,919.71,1236.59,3518.97,3091.49,12.15
22,95,57656.53,2998139.8,8249.9,65906.44,10951.05,74670.67,27377.64,63.34
22,96,1.24,64.53,0.37,1.61,50.8,2601.55,127.01,95.12
22,97,4571.51,237718.36,613.7,5185.2,3083.62,8314.38,7709.06,7.28
22,98,168.79,8777.26,28.15,196.94,592.53,2810.99,1481.32,47.3
23,1,29886.95,1554121.65,4345.9,34232.85,7884.47,39958.69,19711.17,50.67
23,2,69942.29,3636999.33,9023.76,78966.06,12061.51,90027.87,30153.77,66.51
23,3,17057.41,886985.58,2674.88,19732.3,5956.46,23921.77,14891.15,37.75
23,4,27298.68,1419531.43,3299.76,30598.44,7535.33,36723.35,18838.33,48.7
23,5,33616.83,1748075.35,4426.75,38043.58,8362.0,44621.04,20905.0,53.15
23,6,6818.08,354540.26,1017.18,7835.26,3765.85,11122.6,9414.62,15.36
23,7,38834.25,2019380.96,5574.12,44408.37,8987.5,51142.81,22468.76,56.07
23,8,36583.13,1902322.91,4839.4,41422.54,8723.13,48328.92,21807.81,54.88
23,9,50093.39,2604856.11,6760.93,56854.31,10207.56,65216.73,25518.9,60.87
23,10,30809.67,1602102.69,4175.73,34985.39,8005.25,41112.08,20013.14,51.32
23,11,29786.86,1548916.9,4031.98,33818.84,7871.26,39833.58,19678.14,50.6
23,12,5611.22,291783.52,759.58,6370.81,3416.33,9614.03,8540.84,11.16
23,13,37951.53,1973479.75,5120.43,43071.96,8884.77,50039.42,22211.93,55.61
23,14,31520.08,1639044.01,3886.65,35406.73,8097.02,42000.1,20242.55,51.8
23,16,23306.41,1211933.32,3822.96,27129.37,6962.57,31733.01,17406.42,45.15
23,17,26845.46,1395963.81,3360.05,30205.51,7472.52,36156.82,18681.3,48.33
23,18,7645.04,397541.9,2122.04,9767.07,3987.69,12156.3,9969.23,17.99
23,19,1450.65,75433.68,239.01,1689.66,1737.05,4413.31,4342.63,1.6
23,20,11756.66,611346.43,1528.84,13285.5,4945.08,17295.83,12362.71,28.52
23,21,8736.71,454308.88,1277.41,10014.12,4262.9,13520.89,10657.26,21.18
23,22,22098.77,1149136.08,3011.49,25110.26,6779.78,30223.46,16949.45,43.92
23,23,46122.09,2398348.43,5574.93,51697.01,9794.59,60252.61,24486.47,59.36
23,24,10240.33,532497.15,1369.32,11609.65,4615.18,15400.41,11537.95,25.08
23,25,16159.4,840288.97,2279.96,18439.37,5797.55,22799.25,14493.87,36.43
23,26,12861.37,668791.43,1665.86,14527.23,5172.2,18676.72,12930.5,30.77
23,27,3139.32,163244.39,397.82,3537.14,2555.34,6524.14,6388.36,2.08
23,28,1033.89,53762.05,161.93,1195.82,1466.45,3892.36,3666.13,5.81
23,29,10896.94,566640.76,1400.12,12297.06,4760.84,16221.17,11902.11,26.63
23,30,8216.54,427260.03,1240.5,9457.03,4134.05,12870.67,10335.13,19.7
23,31,4562.14,237231.03,616.52,5178.65,3080.46,8302.67,7701.15,7.24
23,32,10771.39,560112.42,1267.61,12039.0,4733.34,16064.24,11833.35,26.34
23,33,10976.54,570780.33,1473.67,12450.22,4778.2,16320.68,11945.5,26.81
23,34,25931.44,1348434.78,3303.58,29235.02,7344.21,35014.3,18360.52,47.56
23,35,5207.48,270788.82,639.72,5847.19,3291.13,9109.35,8227.83,9.68
23,36,3675.78,191140.8,531.34,4207.12,2765.07,7194.73,6912.68,3.92
23,38,43878.96,2281705.69,5595.48,49474.43,9553.44,57448.69,23883.6,58.43
23,40,62099.19,3229157.91,8465.46,70564.65,11365.14,80223.99,28412.84,64.58
23,41,2042.67,106218.64,259.42,2302.08,2061.25,5153.33,5153.12,0.0
23,42,11756.92,611360.04,1564.59,13321.51,4945.14,17296.15,12362.85,28.52
23,44,8058.1,419021.18,1044.58,9102.68,4094.0,12672.62,10235.0,19.24
23,45,33.52,1742.95,5.66,39.17,264.04,2641.9,660.11,75.01
23,46,35682.11,1855469.68,4567.3,40249.41,8615.03,47202.64,21537.58,54.37
23,47,4.61,239.63,0.56,5.17,97.9,2605.76,244.76,90.61
23,48,23.5,1221.98,7.52,31.02,221.09,2629.37,552.72,78.98
23,49,25204.69,1310643.96,3681.52,28886.21,7240.56,34105.86,18101.41,46.93
23,50,6875.31,357516.13,952.97,7828.28,3781.62,11194.14,9454.05,15.54
23,51,16.63,865.01,5.77,22.41,186.01,2620.79,465.03,82.26
23,52,3063.88,159321.76,426.73,3490.61,2524.45,6429.85,6311.14,1.85
23,54,212.8,11065.34,42.48,255.28,665.29,2865.99,1663.23,41.97
23,55,13960.05,725922.39,1852.31,15812.35,5388.59,20050.06,13471.47,32.81
23,56,7542.16,392192.13,1162.97,8705.12,3960.77,12027.7,9901.92,17.67
23,58,2328.41,121077.22,310.58,2638.99,2200.7,5510.51,5501.75,0.16
23,59,919.06,47791.31,146.94,1066.01,1382.63,3748.83,3456.56,7.8
23,60,110.88,5765.74,15.97,126.85,480.24,2738.6,1200.6,56.16
23,67,13952.32,725520.6,2011.0,15963.32,5387.1,20040.4,13467.74,32.8
23,71,11998.45,623919.17,1701.2,13699.65,4995.67,17598.06,12489.19,29.03
23,72,71044.02,3694289.05,10226.07,81270.09,12156.13,91405.03,30390.33,66.75
23,74,36741.23,1910543.72,4618.02,41359.25,8741.95,48526.53,21854.88,54.96
23,77,161.0,8372.0,27.99,188.99,578.69,2801.25,1446.72,48.35
23,78,0.78,40.57,0.29,1.07,40.28,2600.98,100.71,96.13
23,79,30992.49,1611609.49,3911.12,34903.61,8028.97,41340.61,20072.43,51.45
23,80,910.77,47360.03,152.04,1062.81,1376.37,3738.46,3440.93,7.96
23,81,8814.78,458368.4,1287.72,10102.49,4281.91,13618.47,10704.77,21.4
23,82,21366.02,1111033.16,2774.11,24140.13,6666.43,29307.53,16666.08,43.13
23,83,959.74,49906.67,143.94,1103.68,1412.89,3799.68,3532.23,7.04
23,85,4814.74,250366.68,633.62,5448.37,3164.6,8618.43,7911.49,8.2
23,87,31790.88,1653125.7,3868.45,35659.33,8131.73,42338.6,20329.32,51.98
23,90,21035.47,1093844.61,2752.69,23788.16,6614.66,28894.34,16536.66,42.77
23,91,19604.87,1019453.12,3106.83,22711.7,6385.78,27106.08,15964.44,41.1
23,92,59604.57,3099437.88,7898.51,67503.09,11134.52,77105.72,27836.3,63.9
23,93,2075.79,107941.01,295.55,2371.34,2077.89,5194.74,5194.73,0.0
23,94,137.87,7169.11,30.18,168.04,535.5,2772.33,1338.76,51.71
23,95,54184.09,2817572.82,7588.89,61772.98,10616.16,70330.12,26540.41,62.26
23,96,13168.15,684743.63,1886.36,15054.51,5233.52,19060.18,13083.8,31.36
23,97,6171.76,320931.71,787.54,6959.3,3582.91,10314.7,8957.28,13.16
23,98,81.22,4223.61,20.11,101.33,411.03,2701.53,1027.57,61.96
24,1,16951.35,881470.3,2439.81,19391.16,5937.91,23789.19,14844.78,37.6
24,2,40593.75,2110875.14,5025.74,45619.5,9188.85,53342.19,22972.13,56.93
24,3,10222.32,531560.82,1425.6,11647.93,4611.12,15377.9,11527.8,25.04
24,4,29239.8,1520469.34,3874.09,33113.89,7798.64,39149.74,19496.6,50.2
24,5,27318.51,1420562.37,3468.18,30786.69,7538.07,36748.13,18845.17,48.72
24,6,4549.25,236560.78,648.17,5197.42,3076.11,8286.56,7690.27,7.2
24,7,26099.09,1357152.78,3585.62,29684.71,7367.91,35223.86,18419.78,47.71
24,8,49088.55,2552604.82,6729.67,55818.22,10104.66,63960.69,25261.65,60.5
24,9,23246.75,1208830.91,3282.66,26529.41,6953.65,31658.44,17384.12,45.09
24,10,27112.22,1409835.41,3731.64,30843.86,7509.56,36490.27,18773.89,48.55
24,11,15755.11,819265.7,2017.4,17772.51,5724.56,22293.89,14311.41,35.81
24,12,4230.5,219986.09,518.13,4748.63,2966.39,7888.13,7415.96,5.99
24,13,29559.42,1537089.63,3671.97,33231.38,7841.15,39549.27,19602.87,50.43
24,14,16304.75,847846.81,2115.72,18420.47,5823.56,22980.93,14558.9,36.65
24,16,20444.67,1063122.75,3901.41,24346.08,6521.11,28155.84,16302.78,42.1
24,17,13694.13,712094.98,1855.35,15549.49,5337.02,19717.67,13342.55,32.33
24,18,4690.27,243894.03,983.96,5674.23,3123.42,8462.84,7808.55,7.73
24,19,82.39,4284.04,10.46,92.85,413.96,2702.98,1034.9,61.71
24,20,5811.7,302208.2,781.36,6593.05,3476.83,9864.62,8692.07,11.89
24,21,6094.45,316911.64,747.76,6842.22,3560.4,10218.07,8901.01,12.89
24,22,11942.9,621030.94,1470.06,13412.96,4984.1,17528.63,12460.25,28.91
24,23,27793.98,1445287.14,3480.98,31274.96,7603.39,37342.48,19008.47,49.1
24,24,5809.1,302073.37,909.4,6718.51,3476.05,9861.38,8690.13,11.88
24,25,11825.69,614936.01,1608.88,13434.57,4959.58,17382.12,12398.95,28.67
24,26,8239.79,428468.96,1101.12,9340.91,4139.9,12899.73,10349.75,19.77
24,27,1882.31,97880.17,257.23,2139.54,1978.69,4952.89,4946.72,0.12
24,28,676.66,35186.35,108.15,784.81,1186.36,3445.83,2965.9,13.93
24,29,5536.71,287908.7,763.91,6300.62,3393.57,9520.88,8483.94,10.89
24,30,4308.37,224035.1,600.84,4909.21,2993.56,7985.46,7483.9,6.28
24,31,2392.47,124408.29,318.46,2710.93,2230.77,5590.58,5576.92,0.24
24,32,6563.47,341300.3,945.36,7508.83,3694.86,10804.33,9237.16,14.51
24,33,6274.74,326286.41,888.42,7163.16,3612.68,10443.42,9031.7,13.52
24,34,16202.44,842526.94,2235.8,18438.24,5805.26,22853.05,14513.16,36.49
24,35,3065.15,159387.98,376.62,3441.77,2524.98,6431.44,6312.45,1.85
24,36,1757.8,91405.57,278.86,2036.66,1912.13,4797.25,4780.31,0.35
24,37,3033.1,157721.27,350.98,3384.09,2511.74,6391.38,6279.36,1.75
24,38,58688.97,3051826.25,8080.52,66769.49,11048.67,75961.21,27621.67,63.64
24,40,45257.15,2353371.65,5663.73,50920.87,9702.31,59171.43,24255.78,59.01
24,41,1546.66,80426.48,183.37,1730.03,1793.62,4533.33,4484.04,1.09
24,42,5953.92,309604.06,701.89,6655.82,3519.11,10042.41,8797.78,12.39
24,44,4721.53,245519.33,650.68,5372.21,3133.81,8501.91,7834.53,7.85
24,45,8.06,419.2,1.72,9.78,129.49,2610.08,323.73,87.6
24,46,15642.59,813414.65,2268.32,17910.91,5704.09,22153.24,14260.21,35.63
24,47,1.21,62.94,0.81,2.02,50.18,2601.51,125.44,95.18
24,49,5281.13,274618.71,688.0,5969.13,3314.32,9201.41,8285.81,9.95
24,50,1276.01,66352.59,184.98,1460.99,1629.14,4195.01,4072.85,2.91
24,51,1.59,82.74,0.46,2.05,57.53,2601.99,143.82,94.47
24,52,1488.18,77385.26,218.3,1706.48,1759.38,4460.22,4398.44,1.39
24,54,77.82,4046.74,18.19,96.01,402.33,2697.28,1005.82,62.71
24,55,14679.47,763332.22,2027.31,16706.78,5525.69,20949.33,13814.23,34.06
24,56,4502.71,234140.84,704.98,5207.69,3060.33,8228.39,7650.83,7.02
24,58,2359.74,122706.52,335.16,2694.9,2215.46,5549.68,5538.65,0.2
24,59,416.21,21642.69,67.85,484.06,930.43,3120.26,2326.09,25.45
24,60,79.74,4146.67,13.33,93.08,407.27,2699.68,1018.17,62.29
24,67,10393.79,540476.83,1378.41,11772.2,4649.63,15592.23,11624.08,25.45
24,71,4962.76,258063.74,717.3,5680.07,3212.87,8803.46,8032.18,8.76
24,72,54629.9,2840754.96,6695.68,61325.58,10659.75,70887.38,26649.37,62.41
24,74,14519.91,755035.13,1983.92,16503.83,5495.58,20749.88,13738.95,33.79
24,77,23.83,1239.01,6.9,30.72,222.62,2629.78,556.55,78.84
24,78,1.59,82.73,0.32,1.91,57.52,2601.99,143.81,94.47
24,79,22429.89,1166354.22,3234.63,25664.52,6830.39,30637.36,17075.96,44.26
24,80,28514.34,1482745.76,4157.11,32671.46,7701.29,38242.93,19253.22,49.66
24,81,24627.26,1280617.43,3437.04,28064.3,7157.14,33384.07,17892.86,46.4
24,82,18220.11,947445.77,2431.51,20651.62,6156.12,25375.14,15390.3,39.35
24,83,4246.09,220796.44,649.56,4895.65,2971.84,7907.61,7429.61,6.04
24,85,1668.7,86772.29,215.21,1883.91,1863.03,4685.87,4657.58,0.6
24,87,25753.77,1339195.81,3217.03,28970.79,7319.0,34792.21,18297.51,47.41
24,90,72413.75,3765514.87,8861.49,81275.23,12272.76,93117.18,30681.9,67.05
24,91,52435.5,2726645.91,7324.19,59759.69,10443.46,68144.37,26108.65,61.69
24,92,121882.07,6337867.84,15862.09,137744.16,15922.15,154952.59,39805.36,74.31
24,93,37831.91,1967259.38,4882.42,42714.33,8870.76,49889.89,22176.9,55.55
24,94,51829.13,2695114.92,7619.06,59448.19,10382.9,67386.42,25957.25,61.48
24,95,93839.49,4879653.53,12461.67,106301.17,13970.9,119899.36,34927.26,70.87
24,96,13558.69,705051.63,2018.05,15576.74,5310.56,19548.36,13276.4,32.08
24,97,18595.26,966953.32,2318.03,20913.29,6219.17,25844.07,15547.94,39.84
24,98,9846.14,511999.39,1366.67,11212.81,4525.48,14907.68,11313.7,24.11
24,99,74.59,3878.52,22.79,97.37,393.88,2693.23,984.7,63.44
25,1,19031.6,989643.32,2739.14,21770.74,6291.72,26389.5,15729.3,40.4
25,2,36673.7,1907032.4,4949.41,41623.11,8733.92,48442.12,21834.79,54.93
25,3,10134.71,527005.07,1494.47,11629.19,4591.32,15268.39,11478.3,24.82
25,4,20355.87,1058505.47,2910.11,23265.99,6506.94,28044.84,16267.34,42.0
25,5,10730.5,557985.8,1688.15,12418.65,4724.34,16013.12,11810.86,26.24
25,6,3307.38,171983.72,492.82,3800.2,2622.85,6734.22,6557.13,2.63
25,7,15772.87,820189.47,2155.72,17928.6,5727.79,22316.09,14319.48,35.83
25,8,29691.19,1543941.67,3689.24,33380.43,7858.6,39713.98,19646.51,50.53
25,9,14636.11,761077.91,1950.21,16586.33,5517.53,20895.14,13793.82,33.99
25,10,20009.25,1040480.98,2966.93,22976.18,6451.3,27611.56,16128.24,41.59
25,11,11106.14,577519.3,1410.98,12517.12,4806.33,16482.68,12015.82,27.1
25,12,3191.89,165978.47,437.07,3628.97,2576.65,6589.87,6441.63,2.25
25,13,25467.7,1324320.24,3578.85,29046.55,7278.24,34434.62,18195.61,47.16
25,14,10251.62,533084.16,1365.0,11616.61,4617.72,15414.52,11544.31,25.11
25,16,16065.63,835412.61,2392.47,18458.1,5780.7,22682.03,14451.75,36.29
25,17,10071.37,523711.44,1337.14,11408.51,4576.95,15189.22,11442.37,24.67
25,18,3780.7,196596.32,675.98,4456.68,2804.26,7325.87,7010.64,4.3
25,19,2.23,115.82,1.07,3.3,68.06,2602.78,170.16,93.46
25,20,3902.29,202919.22,526.92,4429.21,2848.99,7477.87,7122.49,4.75
25,21,5146.51,267618.46,785.43,5931.93,3271.81,9033.14,8179.52,9.45
25,22,6121.84,318335.55,822.11,6943.94,3568.39,10252.3,8920.98,12.99
25,23,15667.77,814723.79,2375.14,18042.9,5708.67,22184.71,14271.68,35.67
25,24,2992.53,155611.61,400.73,3393.26,2494.89,6340.66,6237.22,1.63
25,25,7062.44,367247.01,886.35,7948.8,3832.74,11428.05,9581.84,16.16
25,26,3882.86,201908.79,496.96,4379.83,2841.89,7453.58,7104.73,4.68
25,27,1138.43,59198.38,142.58,1281.01,1538.81,4023.04,3847.02,4.38
25,28,597.33,31061.36,80.58,677.91,1114.65,3346.67,2786.64,16.73
25,29,3481.31,181027.91,455.49,3936.79,2690.93,6951.63,6727.33,3.23
25,30,2329.32,121124.66,303.71,2633.03,2201.13,5511.65,5502.83,0.16
25,31,1604.86,83452.59,227.35,1832.21,1827.05,4606.07,4567.62,0.83
25,32,3800.17,197608.61,520.01,4320.17,2811.47,7350.21,7028.67,4.37
25,33,2905.84,151103.48,363.39,3269.23,2458.48,6232.3,6146.21,1.38
25,34,11306.51,587938.27,1583.64,12890.15,4849.49,16733.13,12123.72,27.55
25,35,2277.48,118429.13,306.07,2583.56,2176.5,5446.85,5441.26,0.1
25,36,1290.79,67121.34,230.84,1521.63,1638.55,4213.49,4096.38,2.78
25,37,2968.84,154379.89,387.84,3356.69,2484.99,6311.06,6212.49,1.56
25,38,44611.37,2319791.3,6166.61,50777.98,9632.84,58364.21,24082.11,58.74
25,40,42229.66,2195942.34,5268.9,47498.56,9372.18,55387.08,23430.44,57.7
25,41,3143.59,163466.7,619.45,3763.04,2557.08,6529.49,6392.7,2.09
25,42,5355.77,278500.26,657.69,6013.46,3337.67,9294.72,8344.16,10.23
25,44,3854.1,200413.02,528.61,4382.71,2831.35,7417.62,7078.37,4.57
25,45,4.11,213.6,1.23,5.33,92.43,2605.13,231.08,91.13
25,46,18567.84,965527.79,2380.08,20947.92,6214.59,25809.8,15536.47,39.8
25,47,3.72,193.62,1.59,5.31,88.0,2604.65,220.01,91.55
25,48,0.35,18.05,0.32,0.67,26.87,2600.43,67.18,97.42
25,49,11311.78,588212.37,1496.61,12808.39,4850.62,16739.72,12126.54,27.56
25,50,2198.64,114329.09,288.87,2487.5,2138.5,5348.3,5346.24,0.04
25,51,0.97,50.67,0.4,1.38,45.02,2601.22,112.55,95.67
25,52,1480.46,76983.86,197.14,1677.6,1754.81,4450.57,4387.02,1.43
25,54,34.34,1785.63,6.1,40.43,267.26,2642.92,668.14,74.72
25,55,5774.86,300292.81,875.88,6650.74,3465.79,9818.58,8664.48,11.75
25,56,3646.75,189630.75,747.21,4393.96,2754.13,7158.43,6885.32,3.82
25,58,567.93,29532.18,91.82,659.74,1086.87,3309.91,2717.18,17.91
25,59,533.24,27728.48,78.62,611.86,1053.16,3266.55,2632.89,19.4
25,60,149.83,7791.31,28.98,178.82,558.26,2787.29,1395.65,49.93
25,67,8519.45,443011.47,1071.93,9591.38,4209.57,13249.31,10523.92,20.57
25,71,3147.03,163645.71,415.98,3563.01,2558.48,6533.79,6396.2,2.11
25,72,35905.37,1867079.38,4354.07,40259.44,8641.94,47481.72,21604.86,54.5
25,74,11701.66,608486.39,1519.76,13221.42,4933.5,17227.08,12333.76,28.4
25,78,1.04,54.22,0.81,1.85,46.57,2601.3,116.43,95.52
25,79,8543.31,444252.07,1149.74,9693.05,4215.46,13279.14,10538.64,20.64
25,80,319.21,16598.7,51.33,370.53,814.83,2999.01,2037.07,32.08
25,81,8061.94,419220.95,1036.52,9098.46,4094.98,12677.43,10237.44,19.25
25,82,10254.16,533216.22,1283.47,11537.63,4618.3,15417.7,11545.74,25.11
25,83,289.95,15077.43,37.32,327.27,776.59,2962.44,1941.48,34.46
25,85,3238.36,168394.51,401.58,3639.94,2595.34,6647.95,6488.35,2.4
25,87,6426.8,334193.85,814.17,7240.97,3656.19,10633.51,9140.48,14.04
25,90,11907.37,619183.12,1792.94,13700.31,4976.68,17484.21,12441.7,28.84
25,91,7758.28,403430.68,916.19,8674.47,4017.12,12297.85,10042.79,18.34
25,92,38814.58,2018358.28,4980.31,43794.89,8985.23,51118.23,22463.07,56.06
25,93,774.93,40296.17,104.73,879.65,1269.59,3568.66,3173.96,11.06
25,94,2240.21,116490.99,431.26,2671.47,2158.62,5400.26,5396.55,0.07
25,95,43973.06,2286599.28,5273.68,49246.75,9563.68,57566.33,23909.2,58.47
25,97,2706.63,140744.67,343.21,3049.84,2372.72,5983.29,5931.79,0.86
25,98,633.33,32932.99,126.95,760.28,1147.75,3391.66,2869.36,15.4
26,1,18758.57,975445.56,2477.55,21236.12,6246.42,26048.21,15616.06,40.05
26,2,27212.2,1415034.63,3513.81,30726.02,7523.39,36615.26,18808.47,48.63
26,3,6725.0,349700.04,952.17,7677.17,3740.05,11006.25,9350.13,15.05
26,4,24498.07,1273899.38,3304.4,27802.47,7138.35,33222.58,17845.86,46.28
26,5,16451.13,855458.99,2021.36,18472.5,5849.65,23163.92,14624.12,36.87
26,6,4282.29,222678.95,510.9,4793.18,2984.49,7952.86,7461.22,6.18
26,7,14229.35,739926.08,1924.83,16154.17,5440.32,20386.68,13600.79,33.29
26,8,28642.51,1489410.37,4134.69,32777.2,7718.58,38403.13,19296.44,49.75
26,9,16556.33,860929.2,2305.91,18862.24,5868.32,23295.41,14670.8,37.02
26,10,10156.87,528157.35,1360.22,11517.09,4596.33,15296.09,11490.84,24.88
26,11,12256.91,637359.11,1840.79,14097.7,5049.19,17921.13,12622.99,29.56
26,12,4525.69,235336.07,665.04,5190.73,3068.13,8257.12,7670.33,7.11
26,13,21155.34,1100077.89,2434.82,23590.16,6633.48,29044.18,16583.71,42.9
26,14,10065.33,523397.12,1302.78,11368.11,4575.57,15181.66,11438.94,24.65
26,16,12430.48,646384.92,2530.4,14960.88,5084.82,18138.1,12712.05,29.92
26,17,7710.7,400956.21,1036.66,8747.35,4004.78,12238.37,10011.95,18.19
26,18,2467.15,128291.55,578.98,3046.12,2265.32,5683.93,5663.29,0.36
26,19,1281.04,66614.16,151.63,1432.67,1632.35,4201.3,4080.87,2.87
26,20,3474.28,180662.57,496.28,3970.56,2688.22,6942.85,6720.54,3.2
26,21,5616.21,292043.02,820.84,6437.06,3417.85,9620.26,8544.63,11.18
26,22,5987.82,311366.73,706.21,6694.03,3529.12,10084.78,8822.79,12.51
26,23,12894.29,670503.19,1709.45,14603.75,5178.82,18717.87,12947.04,30.83
26,24,2531.39,131632.33,359.76,2891.15,2294.62,5764.24,5736.56,0.48
26,25,6370.33,331257.34,933.09,7303.42,3640.1,10562.92,9100.24,13.85
26,26,3481.65,181045.87,485.38,3967.03,2691.07,6952.06,6727.66,3.23
26,27,924.39,48068.38,124.28,1048.67,1386.63,3755.49,3466.57,7.69
26,28,373.34,19413.53,51.58,424.91,881.22,3066.67,2203.04,28.16
26,29,3152.11,163909.59,427.96,3580.07,2560.54,6540.13,6401.36,2.12
26,30,2387.52,124150.83,340.0,2727.52,2228.46,5584.39,5571.15,0.24
26,31,1231.9,64058.65,166.94,1398.84,1600.73,4139.87,4001.83,3.33
26,32,3972.73,206581.86,557.93,4530.66,2874.59,7565.91,7186.48,5.02
26,33,2984.9,155214.68,339.91,3324.81,2491.7,6331.12,6229.26,1.61
26,34,7941.59,412962.5,1039.48,8981.06,4064.3,12526.98,10160.74,18.89
26,35,1951.3,101467.53,267.88,2219.18,2014.62,5039.12,5036.55,0.05
26,36,975.69,50735.81,144.55,1120.24,1424.58,3819.61,3561.45,6.76
26,38,103498.2,5381906.58,13842.76,117340.96,14672.3,131972.75,36680.74,72.21
26,40,37468.85,1948380.05,4864.4,42333.25,8828.09,49436.06,22070.23,55.36
26,41,1352.59,70334.73,190.45,1543.04,1677.32,4290.74,4193.29,2.27
26,42,2778.09,144460.75,336.64,3114.73,2403.84,6072.61,6009.59,1.04
26,44,3720.98,193491.15,476.95,4197.93,2782.02,7251.23,6955.05,4.08
26,45,14.63,760.84,2.8,17.44,174.45,2618.29,436.13,83.34
26,46,9583.74,498354.37,1256.61,10840.35,4464.77,14579.67,11161.93,23.44
26,47,8.17,424.67,3.67,11.84,130.33,2610.21,325.84,87.52
26,48,217.35,11302.24,57.19,274.55,672.38,2871.69,1680.94,41.47
26,49,3366.64,175065.2,531.8,3898.44,2646.24,6808.3,6615.61,2.83
26,50,478.33,24873.33,72.77,551.1,997.46,3197.92,2493.66,22.02
26,51,8.0,416.05,1.92,9.92,129.0,2610.0,322.51,87.64
26,52,1694.06,88091.36,196.23,1890.3,1877.14,4717.58,4692.85,0.52
26,54,47.56,2473.11,8.77,56.33,314.52,2659.45,786.31,70.43
26,55,8124.25,422460.95,1135.6,9259.85,4110.77,12755.31,10276.93,19.43
26,56,3377.66,175638.43,658.1,4035.76,2650.57,6822.08,6626.43,2.87
26,59,215.18,11189.62,32.45,247.64,669.02,2868.98,1672.54,41.7
26,60,69.18,3597.34,11.15,80.33,379.33,2686.47,948.33,64.7
26,67,6502.8,338145.7,859.28,7362.09,3677.75,10728.5,9194.37,14.3
26,71,2807.42,145986.09,392.35,3199.78,2416.49,6109.28,6041.24,1.11
26,72,40587.6,2110555.41,6080.57,46668.17,9188.16,53334.51,22970.39,56.93
26,74,8548.18,444505.56,1093.26,9641.45,4216.66,13285.23,10541.65,20.65
26,77,116.25,6045.0,45.8,162.05,491.73,2745.31,1229.33,55.22
26,78,1.9,98.66,1.06,2.95,62.82,2602.37,157.05,93.97
26,79,12246.69,636827.62,1593.01,13839.69,5047.09,17908.36,12617.72,29.54
26,80,19364.63,1006960.7,2753.08,22117.71,6346.53,26805.79,15866.32,40.81
26,81,19192.06,997986.93,2549.57,21741.62,6318.19,26590.07,15795.47,40.6
26,82,13369.15,695195.64,1859.28,15228.43,5273.31,19311.43,13183.28,31.73
26,83,2853.82,148398.74,325.44,3179.27,2436.38,6167.28,6090.95,1.24
26,85,1817.78,94524.4,241.57,2059.34,1944.47,4872.22,4861.18,0.23
26,87,19811.65,1030205.68,2565.39,22377.03,6419.36,27364.56,16048.41,41.35
26,90,56905.1,2959065.14,7621.51,64526.61,10879.46,73731.37,27198.64,63.11
26,91,39416.4,2049652.7,5409.89,44826.28,9054.62,51870.5,22636.55,56.36
26,92,84967.37,4418303.49,10830.55,95797.93,13294.06,108809.22,33235.16,69.46
26,93,25615.33,1331997.24,3387.12,29002.45,7299.31,34619.16,18248.27,47.29
26,94,42544.2,2212298.51,5895.3,48439.51,9407.02,55780.25,23517.54,57.84
26,95,70236.83,3652315.04,8557.72,78794.55,12086.88,90396.03,30217.19,66.57
26,96,18580.74,966198.71,2370.65,20951.4,6216.75,25825.93,15541.87,39.82
26,97,14830.08,771164.41,2080.76,16910.85,5553.97,21137.61,13884.92,34.31
26,98,8004.51,416234.36,1049.6,9054.11,4080.36,12605.63,10200.91,19.08
26,99,60.53,3147.66,22.41,82.94,354.83,2675.66,887.08,66.85
27,1,28137.87,1463169.02,3933.57,32071.44,7650.28,37772.33,19125.7,49.37
27,2,78945.4,4105160.62,10142.6,89088.0,12814.31,101281.75,32035.76,68.37
27,3,15586.35,810490.01,2092.92,17679.26,5693.82,22082.93,14234.55,35.54
27,4,43570.38,2265659.55,6425.86,49996.24,9519.79,57062.97,23799.47,58.29
27,5,25242.92,1312631.64,3470.57,28713.48,7246.05,34153.65,18115.13,46.96
27,6,7218.71,375372.95,1125.07,8343.78,3874.91,11623.39,9687.27,16.66
27,7,38801.6,2017683.11,4789.88,43591.48,8983.73,51102.0,22459.31,56.05
27,8,42115.77,2190019.87,6139.98,48255.74,9359.53,55244.71,23398.82,57.65
27,9,29315.7,1524416.25,3721.84,33037.54,7808.75,39244.62,19521.89,50.26
27,10,36749.67,1910982.79,4867.13,41616.8,8742.96,48537.09,21857.39,54.97
27,11,19677.1,1023209.22,2313.52,21990.62,6397.53,27196.38,15993.82,41.19
27,12,3910.71,203357.09,581.6,4492.31,2852.07,7488.39,7130.17,4.78
27,13,52947.06,2753247.2,6952.33,59899.39,10494.28,68783.83,26235.7,61.86
27,14,27710.08,1440924.09,3481.79,31191.86,7591.9,37237.6,18979.75,49.03
27,16,24623.28,1280410.73,4377.49,29000.78,7156.57,33379.1,17891.41,46.4
27,17,18458.81,959858.24,2445.61,20904.42,6196.32,25673.52,15490.79,39.66
27,18,8746.98,454843.07,1901.28,10648.27,4265.41,13533.73,10663.53,21.21
27,19,790.69,41115.65,117.6,908.28,1282.43,3588.36,3206.07,10.65
27,20,11128.0,578656.2,1425.38,12553.39,4811.05,16510.0,12027.64,27.15
27,21,6807.67,353998.8,917.45,7725.12,3762.97,11109.59,9407.43,15.32
